actual,raw_prob,phase_prob,resource_prob,rrr,overs_remaining
1,0.9657745537002,0.9695273631840796,0.999,0.5806451612903225,10.333333333333334
1,0.9665572612598434,0.9695273631840796,0.999,0.39344262295081966,10.166666666666666
1,0.9283820949187616,0.9550381372942593,0.9930547956465383,5.846153846153846,13.0
1,0.9376520477002028,0.9550381372942593,0.9947015825452898,5.8441558441558445,12.833333333333334
1,0.9384448241706055,0.9550381372942593,0.9963511907253196,5.842105263157895,12.666666666666666
1,0.9403964866328645,0.9550381372942593,0.9980037275226302,5.84,12.5
1,0.9566837070630669,0.9550381372942593,0.999,5.594594594594595,12.333333333333334
1,0.9574770918656637,0.9550381372942593,0.999,5.58904109589041,12.166666666666666
1,0.9580287724398938,0.9550561797752809,0.999,5.583333333333334,12.0
1,0.9584928470679988,0.9550561797752809,0.999,5.577464788732394,11.833333333333334
1,0.9589051158366244,0.9657534246575342,0.999,5.571428571428571,11.666666666666666
1,0.9585170168744832,0.9550561797752809,0.999,5.6521739130434785,11.5
1,0.9595014638153263,0.9657534246575342,0.999,5.647058823529411,11.333333333333334
1,0.9628022897871262,0.9695273631840796,0.999,5.552238805970149,11.166666666666666
1,0.9630013439683551,0.9695273631840796,0.999,5.545454545454545,11.0
1,0.9632397866140487,0.9695273631840796,0.999,5.538461538461538,10.833333333333334
1,0.9660741818956897,0.9695273631840796,0.999,5.25,10.666666666666666
1,0.9661234623855667,0.9695273631840796,0.999,5.333333333333333,10.5
1,0.966949061403614,0.9695273631840796,0.999,5.32258064516129,10.333333333333334
1,0.9694202847531461,0.9695273631840796,0.999,5.016393442622951,10.166666666666666
1,0.9696727379346821,0.9695273631840796,0.999,5.1,10.0
1,0.9704193167293085,0.9695273631840796,0.999,4.983050847457627,9.833333333333334
1,0.9707038908504346,0.9695273631840796,0.999,4.9655172413793105,9.666666666666666
1,0.9732711861474418,0.9695273631840796,0.999,4.421052631578947,9.5
1,0.9738773228252808,0.9695273631840796,0.999,4.392857142857142,9.333333333333334
1,0.9642486899095093,0.9695273631840796,0.999,4.472727272727273,9.166666666666666
1,0.9652307587175858,0.9695273631840796,0.999,4.444444444444445,9.0
1,0.9660457669113517,0.9695273631840796,0.999,4.415094339622641,8.833333333333334
1,0.966162587967037,0.9695273631840796,0.999,4.5,8.666666666666666
1,0.9666245600714898,0.9695273631840796,0.999,4.470588235294118,8.5
1,0.9669709398056017,0.9695273631840796,0.999,4.4399999999999995,8.333333333333334
1,0.9677158044613943,0.9695273631840796,0.999,4.408163265306123,8.166666666666666
1,0.9403144492785152,0.9550381372942593,0.999,5.777777777777778,9.0
1,0.9497099905138067,0.9550381372942593,0.999,5.433962264150944,8.833333333333334
1,0.9500412929530266,0.9550381372942593,0.999,5.423076923076923,8.666666666666666
1,0.9348377193195082,0.887459807073955,0.9850415484512189,5.788235294117647,14.166666666666666
1,0.9375046331392611,0.9259259259259259,0.9867132744360525,5.785714285714286,14.0
1,0.9525011278309972,0.9550381372942593,0.9980910478666879,5.566265060240964,13.833333333333334
1,0.952715714371243,0.9550381372942593,0.9967532373864282,5.634146341463414,13.666666666666666
1,0.9699310740025674,0.9695273631840796,0.999,5.555555555555555,13.5
1,0.9701899836358263,0.9695273631840796,0.999,5.550000000000001,13.333333333333334
1,0.9704152377113049,0.9695273631840796,0.999,5.544303797468355,13.166666666666666
1,0.9706003269921117,0.9695273631840796,0.999,5.538461538461538,13.0
1,0.970703801273257,0.9695273631840796,0.999,5.532467532467532,12.833333333333334
1,0.9737844684821988,0.9695273631840796,0.999,5.289473684210526,12.666666666666666
1,0.9613218270173118,0.9695273631840796,0.999,5.359999999999999,12.5
1,0.9616874535945793,0.9695273631840796,0.999,5.351351351351351,12.333333333333334
1,0.9605024124300459,0.9695273631840796,0.999,5.424657534246575,12.166666666666666
1,0.9605030516599291,0.9695273631840796,0.999,5.5,12.0
1,0.9607612305164834,0.9695273631840796,0.999,5.492957746478873,11.833333333333334
1,0.9639260087103955,0.9695273631840796,0.999,5.228571428571429,11.666666666666666
1,0.9642895248644765,0.9695273631840796,0.999,5.304347826086957,11.5
1,0.9645216328235283,0.9695273631840796,0.999,5.294117647058823,11.333333333333334
1,0.9674709679700797,0.9695273631840796,0.999,5.014925373134329,11.166666666666666
1,0.9697301663239242,0.9695273631840796,0.999,4.727272727272727,11.0
1,0.9699785256244303,0.9695273631840796,0.999,4.800000000000001,10.833333333333334
1,0.9705524966098289,0.9695273631840796,0.999,4.78125,10.666666666666666
1,0.971826288307204,0.9695273631840796,0.999,4.761904761904762,10.5
1,0.9726718097016834,0.9695273631840796,0.999,4.64516129032258,10.333333333333334
1,0.9748292973089767,0.9695273631840796,0.999,4.131147540983607,10.166666666666666
1,0.9750570180538748,0.9695273631840796,0.999,4.199999999999999,10.0
1,0.9748816544696335,0.9695273631840796,0.999,4.271186440677966,9.833333333333334
1,0.9751491563138126,0.9695273631840796,0.999,4.344827586206897,9.666666666666666
1,0.9752289889342006,0.9695273631840796,0.999,4.315789473684211,9.5
1,0.9754604210590767,0.9695273631840796,0.999,4.285714285714286,9.333333333333334
1,0.9757986744685122,0.9695273631840796,0.999,4.254545454545455,9.166666666666666
1,0.976079206576902,0.9695273631840796,0.999,4.222222222222222,9.0
1,0.9764068460010242,0.9695273631840796,0.999,4.188679245283018,8.833333333333334
1,0.9768904560101718,0.9695273631840796,0.999,4.153846153846153,8.666666666666666
1,0.9770326144106856,0.9695273631840796,0.999,4.117647058823529,8.5
1,0.9773660798846251,0.9695273631840796,0.999,4.08,8.333333333333334
1,0.977979833537876,0.9695273631840796,0.999,4.040816326530612,8.166666666666666
1,0.9786675121718333,0.9695273631840796,0.999,4.0,8.0
1,0.9792802337125679,0.9695273631840796,0.999,3.8297872340425534,7.833333333333333
1,0.9796012023939508,0.9790142673206778,0.999,3.782608695652174,7.666666666666667
1,0.9795747170289553,0.9695273631840796,0.999,3.866666666666667,7.5
1,0.9818916753156495,0.9836065573770492,0.999,3.1363636363636362,7.333333333333333
1,0.9822054461878456,0.9836065573770492,0.999,3.209302325581395,7.166666666666667
1,0.9820527991230307,0.9836065573770492,0.999,3.285714285714286,7.0
1,0.9818743002604323,0.9836065573770492,0.999,3.3658536585365857,6.833333333333333
1,0.982387152265816,0.99,0.999,3.1500000000000004,6.666666666666667
1,0.9828342059966382,0.99,0.999,3.0769230769230766,6.5
1,0.9841127320700742,0.99,0.999,2.526315789473684,6.333333333333333
1,0.9840671465015833,0.99,0.999,2.5945945945945947,6.166666666666667
