phase,feature,corr,abs_corr,mean,std
late_mid,early_mid_rr,-0.09885481636747549,0.09885481636747549,8.466048454978866,2.115059699579559
late_mid,max_wickets_last12,0.09685032468572871,0.09685032468572871,2.2281942479962282,0.8455081044571647
late_mid,early_mid_rr_vs_venue,-0.07978087958374996,0.07978087958374996,0.9552104604231585,2.0254636211336865
late_mid,max_wickets_last12_vs_venue,0.06771503714217059,0.06771503714217059,-0.0961983194034165,0.8375044989931042
late_mid,max_pair_strength,-0.05994487947334957,0.05994487947334957,74.8021371507899,18.448257694982644
late_mid,mid_accel_vs_pp_vs_venue,0.05122432889636948,0.05122432889636948,-0.9217402292091678,2.552426620225352
late_mid,early_mid_wickets,0.046333238155795535,0.046333238155795535,0.9354078264969354,0.7764672271419506
late_mid,mid_accel_vs_pp,0.036802315145331645,0.036802315145331645,-0.8232592720813252,2.6004289189867924
late_mid,max_pair_strength_vs_venue,-0.02948516977183096,0.02948516977183096,2.5637210099697247,18.894541238874496
late_mid,early_mid_wickets_vs_venue,0.007957718694392057,0.007957718694392057,0.03799207699762976,0.7339986760529009
mid,final_score,-0.5839172121520858,0.5839172121520858,196.24728774979636,30.36053097210353
mid,avg_boundary18,-0.5717813037861258,0.5717813037861258,0.20370962753930258,0.04472060809934167
mid,final_score_vs_venue,-0.5470398132787854,0.5470398132787854,24.39879391499626,30.34859640322412
mid,avg_boundary18_vs_venue,-0.5185054892319285,0.5185054892319285,0.03797558241980607,0.0466861609595812
mid,mid_avg_boundary18,-0.4845485681105219,0.4845485681105219,0.18480325466543207,0.05581320382475696
mid,death_rr,-0.4818950212436296,0.4818950212436296,11.235352892320591,2.652556514037771
mid,death_rr_vs_venue,-0.4584885954067479,0.4584885954067479,0.7288213389194728,2.7073413487791536
mid,death_recovery_after_pp_wkts,-0.455575383903353,0.455575383903353,6.361073698109502,3.634668950210845
mid,late_mid_rr,-0.44596235720219374,0.44596235720219374,9.456017294315995,2.4992158214817337
mid,death_recovery_after_pp_wkts_vs_venue,-0.42889986821362014,0.42889986821362014,0.5926004735805368,3.8536181067218873
mid,mid_avg_boundary18_vs_venue,-0.4201666521452842,0.4201666521452842,0.040411904550787504,0.05667629606024327
