segment,variant,fold,feature,importance
innings_1_death,baseline,4,batting_team_situation_wr,0.0265976432710886
innings_1_death,baseline,4,situation_advantage,0.03448925167322159
innings_1_death,baseline,4,boundary_pct_last_18,0.01476929523050785
innings_1_death,baseline,4,bowling_team_situation_wr,0.03459668532013893
innings_1_death,baseline,4,runs_last_12,0.01712474785745144
innings_1_death,baseline,4,runs_last_18,0.019639967009425163
innings_1_death,baseline,4,wickets_last_12,0.01653491146862507
innings_1_death,baseline,4,inn1_defendability,0.0
innings_1_death,baseline,4,target_above_par,0.0
innings_1_death,baseline,4,inn1_wickets_lost,0.0
innings_1_death,baseline,4,inn1_death_rr,0.0
innings_1_death,baseline,4,inn1_pp_runs,0.0
innings_1_death,baseline,4,venue_chase_success,0.03534548357129097
innings_1_death,baseline,4,batting_won_toss,0.03369241580367088
innings_1_death,augmented,1,expected_final_score,0.04209595173597336
innings_1_death,augmented,1,resource_win_prob,0.04930754378437996
innings_1_death,augmented,1,score_vs_par,0.022922802716493607
innings_1_death,augmented,1,dls_pressure_index,0.029406575486063957
innings_1_death,augmented,1,projected_vs_venue_avg,0.03467131778597832
innings_1_death,augmented,1,projected_score,0.10980091243982315
innings_1_death,augmented,1,is_powerplay,0.0
innings_1_death,augmented,1,score_per_wicket,0.038443781435489655
innings_1_death,augmented,1,run_rate_diff,0.0
innings_1_death,augmented,1,required_run_rate,0.0
innings_1_death,augmented,1,chase_difficulty,0.0
innings_1_death,augmented,1,wickets_times_balls,0.022186756134033203
innings_1_death,augmented,1,pressure_index,0.03600902482867241
innings_1_death,augmented,1,team_strength_diff,0.040224839001894
innings_1_death,augmented,1,rrr_times_wickets,0.0
innings_1_death,augmented,1,overs_remaining,0.0
innings_1_death,augmented,1,batting_team_win_rate,0.04545570909976959
innings_1_death,augmented,1,bowling_team_win_rate,0.047721050679683685
innings_1_death,augmented,1,batting_team_situation_wr,0.04311523959040642
innings_1_death,augmented,1,situation_advantage,0.03728252276778221
innings_1_death,augmented,1,boundary_pct_last_18,0.016014866530895233
innings_1_death,augmented,1,bowling_team_situation_wr,0.029348624870181084
innings_1_death,augmented,1,runs_last_12,0.02001422829926014
innings_1_death,augmented,1,runs_last_18,0.026930203661322594
innings_1_death,augmented,1,wickets_last_12,0.017229896038770676
innings_1_death,augmented,1,inn1_defendability,0.0
innings_1_death,augmented,1,target_above_par,0.0
innings_1_death,augmented,1,inn1_wickets_lost,0.0
innings_1_death,augmented,1,inn1_death_rr,0.0
